dataname,d,mode,shd,precision,recall,F1,spuriousness,time,shd_ci95,precision_ci95,recall_ci95,F1_ci95,spuriousness_ci95,time_ci95
notears,500,n,104.15384615384616,0.898985632513562,0.9609066547947134,0.9288815394940495,0.9605061467391217,10.465981393288343,3.4012415693416678,0.007357165942192491,0.005084613545434751,0.006073250319510262,0.10545350716093524,0.49703032656109647
