dataname,d,mode,shd,precision,recall,F1,spuriousness,time,shd_ci95,precision_ci95,recall_ci95,F1_ci95,spuriousness_ci95,time_ci95
notears,100,n,82.75,0.3330763419201728,0.3751344086021505,0.35136202424712093,10.138023543976953,0.5512209753195445,8.252779329817724,0.08135054925740215,0.14352112030109845,0.10941273634448928,1.0579569195499448,0.028907201963523796
notears,200,n,129.2,0.4423291272617524,0.7018500614697843,0.5423661158192717,4.041355474049859,1.5046703616778054,6.423300086404182,0.02535816683921633,0.053605592657662945,0.032726509912390046,0.12839764926903421,0.01196616715506056
notears,300,n,270.4,0.23886063529780505,0.38235807666394894,0.2937738884746447,11.849700207996053,2.6474374548594155,11.320590797303826,0.04185905580004213,0.05747974116093084,0.04790603855449131,0.47244181004666946,0.024539633326981045
notears,400,n,324.4,0.2906019168268941,0.5478145589407819,0.37964001813746867,7.250685278975245,3.673290270169576,7.190823040514907,0.02066939254075061,0.01967382310197609,0.0223577699172778,0.3638380825472047,0.05860894845703959
notears,500,n,404.8,0.28725953980169977,0.532344830872619,0.37256151069296845,6.261843794900315,6.881907930374146,9.669774764698495,0.018435613051918952,0.05334252330411938,0.025075323689141987,0.26312373001235256,0.009091805907107503
