dataname,d,baseline,shd,precision,recall,F1,spuriousness,time,shd_ci95,precision_ci95,recall_ci95,F1_ci95,spuriousness_ci95,time_ci95
notears,100,DAS,44.0,0.8255813953488372,0.71,0.7634408602150538,17.441860465116278,0.49363530079523726,0.0,0.0,0.0,0.0,0.0,0.0
notears,100,GIES,42.0,0.7256637168141593,0.8817204301075269,0.796116504854369,21.238938053097346,0.10311667124430338,0.0,0.0,0.0,0.0,0.0,0.00646699380874634
notears,100,MLPNotears,24.0,0.975,0.78,0.8666666666666667,2.5,14.636831951141357,0.0,0.0,0.0,0.0,0.0,0.0
notears,100,Notears,54.0,1.0,0.4600000000000001,0.6301369863013699,0.0,5.011491836883404,0.0,0.0,0.0,0.0,0.0,0.18413267252574558
notears,100,SCORE,1.0,0.9900990099009901,1.0,0.9950248756218906,0.9900990099009901,9.457454947630564,0.0,0.0,0.0,0.0,0.0,0.0
notears,200,DAS,323.0,0.15846994535519127,0.14646464646464646,0.15223097112860892,83.06010928961749,1.2713805913925171,0.0,0.0,0.0,0.0,0.0,0.0
notears,200,GIES,121.0,0.6176470588235294,0.9081081081081082,0.7352297592997812,32.720588235294116,0.1971852382024129,0.0,0.0,0.0,0.0,0.0,0.015958963394164995
notears,200,MLPNotears,19.5,0.9944903163135208,0.9070351758793971,0.9487498273242161,0.0,37.2229860941569,0.9800000000000001,2.9749256268652992e-05,0.004924623115577965,0.0027075562923055785,0.0,3.172812626043959
notears,200,Notears,116.0,0.9655172413793104,0.4263959390862944,0.5915492957746479,0.0,16.08268117507299,0.0,0.0,0.0,0.0,0.0,0.3886654454867049
notears,200,SCORE,119.0,0.5897435897435898,0.9583333333333334,0.7301587301587301,29.304029304029307,34.099484181404115,0.0,0.0,0.0,0.0,0.0,0.0
notears,300,DAS,324.0,0.125,0.013333333333333334,0.024096385542168676,87.5,2.4601881821950276,0.0,0.0,0.0,0.0,0.0,0.0
notears,300,GIES,190.0,0.5955555555555555,0.9710144927536232,0.7382920110192837,35.11111111111111,0.31046706239382427,0.0,0.0,0.0,0.0,0.0,0.020145091136296603
notears,300,MLPNotears,67.0,0.9756881655615832,0.7963600891861762,0.8767232085221723,2.232770745428973,59.019234454631814,7.840000000000001,0.014571026722925495,0.038599108138238684,0.0175208779027129,1.068213783403657,5.420562319437677
notears,300,Notears,164.0,0.9855072463768116,0.4563758389261745,0.6238532110091743,0.0,26.94088921546936,0.0,0.0,0.0,0.0,0.0,0.09417494360605308
notears,300,SCORE,55.0,0.8530259365994236,0.9866666666666667,0.9149922720247295,14.697406340057636,83.58567063808441,0.0,0.0,0.0,0.0,0.0,0.0
notears,400,DAS,413.0,0.3898305084745763,0.0575,0.10021786492374728,61.016949152542374,3.9126139918963116,0.0,0.0,0.0,0.0,0.0,0.0
notears,400,GIES,335.0,0.5195783132530121,0.9556786703601108,0.6731707317073171,42.168674698795186,0.6078591664632161,0.0,0.0,0.0,0.0,0.0,0.02009711885452275
notears,400,MLPNotears,64.0,0.9912273951519815,0.8474999999999999,0.9137288735911944,0.8772604848018468,91.66757353345554,5.879999999999999,0.00015082724124669598,0.01469999999999996,0.008608186284749193,0.015082724124663452,17.68908336249987
notears,400,Notears,212.0,0.9947089947089947,0.47117794486215536,0.6394557823129251,0.0,51.12529603441557,0.0,0.0,0.0,0.0,0.0,1.206314630746842
notears,400,SCORE,115.0,0.7810650887573964,0.99,0.8732083792723264,21.893491124260358,149.7732621073723,0.0,0.0,0.0,0.0,0.0,0.0
notears,500,DAS,466.0,0.660377358490566,0.14,0.23102310231023104,33.9622641509434,6.381854804356893,0.0,0.0,0.0,0.0,0.0,0.0
notears,500,GIES,475.0,0.4911699779249448,0.9694989106753813,0.652014652014652,46.35761589403973,0.7944247464338938,0.0,0.0,0.0,0.0,0.0,0.016416672468185425
notears,500,MLPNotears,104.0,0.9901335948032848,0.8,0.8849213147654127,0.9866405196715283,149.2547203540802,7.840000000000001,0.0045642848388282664,0.019600000000000017,0.010169607675175689,0.45642848388282886,8.446612139383944
notears,500,Notears,265.0,0.9957627118644068,0.4709418837675351,0.6394557823129251,0.0,72.87576111157736,0.0,0.0,0.0,0.0,0.0,0.06592800426484687
notears,500,SCORE,255.0,0.6657645466847091,0.984,0.7941888619854721,33.42354533152909,272.7922796010971,0.0,0.0,0.0,0.0,0.0,0.0
