dataname,d,mode,shd,precision,recall,F1,spuriousness,time,shd_ci95,precision_ci95,recall_ci95,F1_ci95,spuriousness_ci95,time_ci95
notears,100,n,54.266666666666666,0.5854561980133205,0.7517838506786191,0.6573815023172401,8.527855056927178,0.7269464598761665,2.6328603794690246,0.022645152598236136,0.028379791051299914,0.021973581808571372,0.3823907418092718,0.12003391693445727
notears,200,n,133.4,0.5078376650601805,0.5700762675171869,0.536520102448526,8.22223882816322,1.8227823453479344,6.751271682678259,0.030106142109807166,0.0422586477628951,0.034704489725422914,0.3338378171074403,0.30048157380831575
notears,300,n,224.2,0.4050501288823832,0.6058297402754539,0.48495350357764366,11.979950178652507,3.403076206313239,7.625190533138609,0.023524583801474715,0.028694587431052198,0.024917614386939964,0.563212139289255,0.5882457946447887
notears,400,n,267.2,0.46239634866083895,0.6854998790680696,0.5520182539419783,9.399175304992248,4.86789281712638,8.813671803888923,0.019171416404427138,0.024681665830223427,0.020868044411710703,0.2116567354495335,0.8574049532081562
notears,500,n,298.8666666666667,0.527487782743264,0.7249827342538627,0.6103870668392827,7.792089835634854,9.468136071893904,9.175022712657322,0.016695838523279175,0.018715540929864716,0.016577173851784182,0.19148233380925417,2.072610258248572
