mode,s,shd,espur,precision,recall,F1,time,spuriousness,shd_ci95,espur_ci95,precision_ci95,recall_ci95,F1_ci95,time_ci95,spuriousness_ci95
n,500,306.4,7.2,0.5103898518226513,0.6377428905448876,0.5669419764961524,6.418349198102952,1.8276294707030865,6.178751258232614,1.124037168226903,0.013475053316129295,0.01237208653755673,0.012795081311189777,0.20382111264116778,0.2743458716334526
n,600,382.0625,8.1875,0.5326022857305125,0.5507419711547732,0.5414730877734838,2.5924353351195655,1.9291538389609082,8.596614425652312,0.8241862148001912,0.01443333607115457,0.01573251798496577,0.014868999392643162,0.38610094232899234,0.18846371978419865
n,700,457.93333333333334,6.866666666666666,0.5449628466783377,0.49744457920779866,0.5200856865924366,2.837324421405792,1.5022024606720679,11.183483377036167,0.6589095368696508,0.018096395097414265,0.017627438559628405,0.01776488475559876,0.4485806117885841,0.13293342934840685
n,800,551.0666666666667,11.066666666666666,0.5362254075550921,0.4427258294585402,0.4849679820224964,3.209125290181902,2.2845485494802933,10.310254140633214,0.77618325442156,0.015667177761082535,0.014154403410788913,0.014743072358461994,0.4909069909020359,0.1552331999806561
n,900,668.8666666666667,20.6,0.49933027305726635,0.37601119910013553,0.4289473811845455,3.53939804898368,4.091196459281963,10.98277568639993,1.5633263681436875,0.016772478800690632,0.01344957546336737,0.0147997455990274,0.5703592334488974,0.3021717782853133
n,1000,753.4666666666667,19.4,0.508423315481418,0.34781270309475965,0.4129871311615038,3.883232384522756,3.7252691589580773,15.412733321654692,1.0786361759184602,0.020506344716331528,0.017528686647070697,0.019068811133596052,0.629005255382017,0.22417703583323575
