dataname,d,baseline,shd,precision,recall,F1,spuriousness,time,shd_ci95,precision_ci95,recall_ci95,F1_ci95,spuriousness_ci95,time_ci95
notears,20,DAS,1.4,0.9792105263157895,0.9492105263157894,0.963825910931174,0.5,0.10913844386736553,0.32006665972366855,0.016641705777688066,0.000787881435273097,0.00844134802874616,0.9799999999999999,0.011045264353816845
notears,20,FCI,15.0,0.8571428571428571,0.3,0.4444444444444445,14.285714285714283,0.003388929367065429,0.0,0.0,0.0,0.0,0.0,0.00016347360195580028
notears,20,GIES,1.0,1.0,0.95,0.9743589743589742,0.0,0.029803093671798703,0.0,0.0,0.0,0.0,0.0,0.004765181092265996
notears,20,MLPNotears,4.1,0.8830557454241665,0.9105263157894736,0.8950936529498789,6.584415584415583,0.573226234515508,0.8981848362113447,0.0410791541288924,0.01575762870546217,0.02085964340997636,4.365708094059248,0.055424619546296044
notears,20,Notears,11.0,1.0,0.45,0.6206896551724138,0.0,0.3989717902559223,0.0,0.0,0.0,0.0,0.0,0.0528297080362497
notears,20,SCORE,1.0,0.9897368421052631,0.9597368421052632,0.9740890688259108,0.0,0.5993227982521058,0.41320428092866823,0.01341603575536943,0.019663992180856005,0.010875941388183234,0.0,0.010235674049489088
notears,40,DAS,8.3,0.9103346953154399,0.8800000000000001,0.8946099000562692,8.966530468456014,0.28390601237614954,1.0142460801556545,0.018577924491432078,0.014239069882232875,0.012644040166112994,1.857792449143208,0.035656645649343205
notears,40,FCI,31.0,0.6842105263157895,0.34210526315789475,0.45614035087719296,21.052631578947366,0.012984780073165895,0.0,0.0,0.0,0.0,0.0,0.0001714231565199254
notears,40,GIES,14.0,0.8823529411764707,0.75,0.8108108108108107,11.76470588235294,0.04116229891777039,0.0,0.0,0.0,0.0,0.0,0.0045227087545904624
notears,40,MLPNotears,5.8,0.9243977340488968,0.9324999999999999,0.928091427147305,7.560226595110315,14.200725570917129,0.8667446118795444,0.020060637822695442,0.007484873635094509,0.009958663455832413,2.0060637822695475,0.45804218966836535
notears,40,Notears,21.0,1.0,0.475,0.6440677966101694,0.0,2.5905421300729117,0.0,0.0,0.0,0.0,0.0,0.4537544415622394
notears,40,SCORE,4.5,0.9636802896013423,0.9225,0.9425120133031527,3.631971039865776,1.9018783473968504,0.6694674500426938,0.010709736352078465,0.011433333333333328,0.008533610747577714,1.0709736352078445,0.044385337473635336
notears,60,DAS,7.6,0.9520514645361612,0.9196610169491525,0.9353128850465626,4.292028687626829,0.4266744637489319,1.3766587570394244,0.018220388541683303,0.012582486787546504,0.011644051640541962,1.5064685796595172,0.030356152718193967
notears,60,FCI,56.0,0.5714285714285714,0.13793103448275862,0.22222222222222224,28.571428571428566,0.022841467459996538,0.0,0.0,0.0,0.0,0.0,0.0006020551754008211
notears,60,GIES,19.0,0.9019607843137255,0.7666666666666667,0.8288288288288289,9.803921568627452,0.05851167519887288,0.0,0.0,0.0,0.0,0.0,0.0044161361624990075
notears,60,MLPNotears,7.7,0.9648073160958823,0.9047175141242938,0.9336220409660674,3.1714160008170897,62.28409373044967,0.588,0.013276178890939117,0.0047140247591205865,0.004731541485095933,1.100412056860222,2.6280680227265663
notears,60,Notears,22.0,1.0,0.6333333333333333,0.7755102040816326,0.0,5.178340413173039,0.0,0.0,0.0,0.0,0.0,0.755410161865123
notears,60,SCORE,9.9,0.9239675065421744,0.9093785310734462,0.9163992018303222,6.933475174796368,4.191845036347707,1.5584430977385373,0.020105126596653044,0.01005653467057484,0.012911772586203437,1.65545987228357,0.06921950031040898
notears,80,DAS,21.2,0.8984232849253276,0.8293143459915612,0.8620252276713376,9.767548050677107,0.6443518996238708,4.035887015266905,0.03334197944125966,0.02245322801637352,0.025115491366416706,3.0489210658395915,0.06614230985618695
notears,80,FCI,70.0,0.5517241379310345,0.2191780821917808,0.3137254901960784,20.689655172413794,0.03570674220720927,0.0,0.0,0.0,0.0,0.0,0.0005349291224867821
notears,80,GIES,34.0,0.7325581395348837,0.8513513513513512,0.7875,19.767441860465116,0.06697214166323344,0.0,0.0,0.0,0.0,0.0,0.003313506355185811
notears,80,MLPNotears,14.5,0.901479671117246,0.9097165991902834,0.9055330426417745,5.175740581869829,72.3088462893168,0.3266666666666666,0.0034665719545834543,0.005748938997903612,0.0021155784033892386,0.7155919445414268,2.878221261702237
notears,80,Notears,41.0,1.0,0.4875,0.6554621848739496,0.0,8.272316331466039,0.0,0.0,0.0,0.0,0.0,1.008223052304609
notears,80,SCORE,8.1,0.9640106646628965,0.933496835443038,0.9484193966177965,3.210812793690875,7.17865362127622,1.2550123505368385,0.012595528440314254,0.006425776551701986,0.007845134764883667,1.1763725151244613,0.15326022645214238
notears,100,DAS,67.3,0.7217185094490274,0.531010101010101,0.6114306200454771,27.54731637638555,0.8987493614355723,3.51891422648142,0.025144774966218822,0.021706809373392612,0.021014777983433416,2.4690455917714744,0.07113099768926141
notears,100,FCI,86.0,0.5416666666666666,0.28888888888888886,0.3768115942028985,25.0,0.06079970479011536,0.0,0.0,0.0,0.0,0.0,0.0007718080464673614
notears,100,GIES,31.0,0.8695652173913043,0.8080808080808082,0.837696335078534,11.956521739130435,0.0906344739596049,0.0,0.0,0.0,0.0,0.0,0.0031387774391643864
notears,100,MLPNotears,31.0,0.8695652173913043,0.8080808080808081,0.837696335078534,11.956521739130435,41.5985916376114,0.0,0.0,0.0,0.0,0.0,0.0
notears,100,Notears,49.0,1.0,0.51,0.6754966887417219,0.0,72.35081023375193,0.0,0.0,0.0,0.0,0.0,0.0
notears,100,SCORE,21.0,0.9470515094813411,0.837,0.8885736228267532,5.294849051865892,11.093952705065409,1.0932357680045255,0.00995925473793098,0.00418337450178948,0.005442312852414399,0.9959254737930986,0.38635107787337675
